Match_addr,X,Y,School_Nam,ESD,SD,County,School_Typ,School_T_1,ODE_Instit,Address,City_1,State,Site_Zipco,Site_Zip_1,Mail_Addre,Mail_City,Mail_State,Mail_Zipco,Mail_Zip_1,Phone_1,Phone_Fax,Email,Website,Participation2017,Participation2018,2017 Provider,Provider2018,2017 Grade,Grade 2018,2017 Students,Sudents 2018,2017 Days,Days 2018,Nights 2017,Nights 2018,2017 Actual Funds Per Student,2018 Actual Funds Per Student,2017 Total Funds,2018 Total Funds,Senate Districts,House Districts
"2300 9th Ave W, Vale, Oregon, 97918",-117.3657898,44.11269749,Willowcreek Elementary School,Mulheur,Vale SD 84,Malheur,Elementary,Regular School,706,2300 9th Ave W,Vale,OR,97918,9802,2300 9th Ave W,Vale,OR,97918,9802,541-473-2345,541-473-3620,alisha.mcbride@vale.k12.or.us,http://wces.vale.k12.or.us,0,Yes, , , ,5th and 6th,0,23,0,5,0,4,0,341.35,0,7851.05,State Senate District 30,State House District 60
"437 NW Wall St, Bend, Oregon, 97703",-121.3176076,44.05527509,Amity Creek Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,1324,437 NW Wall St,Bend,OR,97701,0,437 NW Wall St,Bend,OR,97701,0,541-355-2800,541-355-2810,carol.hammett@bend.k12.or.us,http://www.bend.k12.or.us/AMITY,1,Yes,Camp Tamarack,Camp Tamarack,5th,5th,29,16,3,3,2,2,184.05,238.21,5337.45,3811.36,State Senate District 27,State House District 54
"51 SE 13th St, Bend, Oregon, 97701",-121.2873272,44.05118304,Bear Creek Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,241,51 SE 13th St,Bend,OR,97702,1555,51 SE 13th St,Bend,OR,97702,1555,541-355-1400,541-355-1410,anissa.wiseman@bend.k12.or.us,http://www.bend.k12.or.us/BEARCREEK,1,Yes,Camp Tamarack,Camp Tamarack,5th,5th,92,88,3,3,2,2,182.6,194.53,16799.2,17118.64,State Senate District 27,State House District 54
"19619 Mountaineer Way, Bend, Oregon, 97702",-121.3401759,44.03778268,Cascade Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Middle,Regular School,242,19619 Mountaineer Wy,Bend,OR,97702,1999,19619 Mountaineer Wy,Bend,OR,97702,1999,541-355-7000,541-355-7010,steph.bennett@bend.k12.or.us,http://www.bend.k12.or.us/CASCADE,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 27,State House District 54
"60880 Brookswood Blvd, Bend, Oregon, 97702",-121.3461734,44.0135848,Elk Meadow Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,1308,60880 Brookswood Blvd,Bend,OR,97702,2516,60880 Brookswood Blvd,Bend,OR,97702,2516,541-355-1500,541-355-1510,kelle.hildebrandt@bend.k12.or.us,http://www.bend.k12.or.us/ELKMEADOW,1,Yes,Camp Tamarack,Camp Tamarack,5th,5th,92,99,3,3,2,2,184.42,192.91,16966.64,19098.09,State Senate District 27,State House District 54
"2150 NE Daggett Ln, Bend, Oregon, 97701",-121.2759666,44.07131858,Ensworth Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,4129,2150 NE Daggett Ln,Bend,OR,97701,6560,2150 NE Daggett Ln,Bend,OR,97701,6560,541-355-1600,541-355-1610,dana.arntson@bend.k12.or.us,http://www.bend.k12.or.us/ENSWORTH,1,Yes,Camp Tamarack, ,5th,5th,31,29,3,3,2,2,184.2,205.49,5710.2,5959.21,State Senate District 27,State House District 54
"2500 NW High Lakes Loop, Bend, Oregon, 97703",-121.3525988,44.06054173,High Lakes Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,3218,2500 NW High Lakes Lp,Bend,OR,97701,5923,2500 NW High Lakes Lp,Bend,OR,97701,5923,541-355-1700,541-355-1710,susan.heberlein@bend.k12.or.us,http://www.bend.k12.or.us/HIGHLAKES,1,Yes,Camp Tamarack,Camp Tamarack,5th,5th,121,121,3,3,2,2,182.19,190.64,22044.99,23067.44,State Senate District 27,State House District 54
"701 NW Newport Ave, Bend, Oregon, 97703",-121.32256,44.06238248,Highland Magnet at Kenwood,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,3219,701 NW Newport Ave,Bend,OR,97701,0,701 NW Newport Ave,Bend,OR,97701,0,541-355-1900,541-355-1910,brian.kissell@bend.k12.or.us,http://www.bend.k12.or.us/HIGHLAND,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 27,State House District 54
"1300 NE Norton Ave, Bend, Oregon, 97701",-121.2887801,44.06389032,Juniper Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,246,1300 NE Norton St,Bend,OR,97701,4499,1300 NE Norton St,Bend,OR,97701,4499,541-355-1800,541-355-1810,dan.wolnick@bend.k12.or.us,http://www.bend.k12.or.us/JUNIPER,1,Yes,Camp Tamarack, ,5th,5th,97,102,3,3,2,2,184.53,190.53,17899.41,19434.06,State Senate District 27,State House District 54
"3030 NW Elwood Ln, Bend, Oregon, 97703",-121.3667411,44.05477243,Pacific Crest Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Middle,Supplemental Virtual,5292,3030 NW Elwood Lane,Bend,OR,97701,0,520 NW Wall St,Bend,OR,97701,0,541-355-7800,541-355-7810,chris.boyd@bend.k12.or.us,http://www.bend.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 27,State House District 54
"1501 NE Neff Rd, Bend, Oregon, 97701",-121.28519,44.06564254,Pilot Butte Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Middle,Supplemental Virtual,249,1501 NE Neff St,Bend,OR,97701,6149,1501 NE Neff St,Bend,OR,97701,6149,541-355-7400,541-355-7410,michael.hecker@bend.k12.or.us,http://www.bend.k12.or.us/PBMS,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 27,State House District 54
"19840 Hollygrape St, Bend, Oregon, 97702",-121.3318803,44.02278754,Pine Ridge Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,3947,19840 Hollygrape St,Bend,OR,97702,2517,19840 Hollygrape St,Bend,OR,97702,2517,541-355-2700,541-355-2710,kevin.gehrig@bend.k12.or.us,http://www.bend.k12.or.us/PINERIDGE,1,Yes,Camp Tamarack, ,5th,5th,101,84,3,3,2,2,182.63,190.17,18445.63,15974.28,State Senate District 27,State House District 54
"NE Purcell Blvd, Bend, Oregon, 97701",-121.2737608,44.08286759,Ponderosa Elementary,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,4646,63100 NE Purcell,Bend,OR,97701,0,63100 NE Purcell,Bend,OR,97701,0,541-355-4300,541-355-4310,stephen.austin@bend.k12.or.us,http://www.bend.k12.or.us/PONDEROSA,1,Yes,Camp Tamarack, ,5th,5th,96,102,3,3,2,2,182.58,193.6,17527.68,19747.2,State Senate District 27,State House District 54
"20550 Murphy Rd, Bend, Oregon, 97702",-121.29662,44.01894754,R E Jewell Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,247,20550 Murphy Rd,Bend,OR,97702,3002,20550 Murphy Rd,Bend,OR,97702,3002,541-355-2100,541-355-2110,scott.edmondson@bend.k12.or.us,http://www.bend.k12.or.us/JEWELL,1,Yes,Camp Tamarack, ,5th,5th,105,91,3,3,2,2,182.62,196.35,19175.1,17867.85,State Senate District 27,State House District 54
"SE Stone Creek Ln, Bend, Oregon, 97702",-121.2965299,44.03471009,Silver Rail Elementary School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,5293,61530 SE Stone Creek St,Bend,OR,97702,0,520 NW Wall St,Bend,OR,97702,0,541-355-2900,541-355-2910,tammy.doty@bend.k12.or.us,http://www.bend.k12.or.us,1,Yes,Camp Tamarack, ,5th,5th,69,89,3,3,2,2,180,189.84,12420,16895.76,State Senate District 27,State House District 54
"1101 NW 12th St, Bend, Oregon, 97703",-121.3288582,44.06000089,Westside Village Magnet School at Kingston School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Supplemental Virtual,3221,1101 NW 12th St,Bend,OR,97701,0,1101 NW 12th St,Bend,OR,97701,0,541-355-2000,541-355-2010,wendy.winchel@bend.k12.or.us,http://www.bend.k12.or.us/WESTSIDE,1,Yes,Camp Tamarack,Camp Tamarack,5th,5th,35,32,3,3,2,2,183.84,190.47,6434.4,6095.04,State Senate District 27,State House District 54
"300 NW Crosby Dr, Bend, Oregon, 97703",-121.3693871,44.05408594,William E Miller Elementary,High Desert,Bend-LaPine Administrative SD 1,Deschutes,Elementary,Regular School,4680,300 NW Crosby Dr,Bend,OR,97701,0,300 NW Crosby Dr,Bend,OR,97701,0,541-355-2500,541-355-2510,jen.healy@bend.k12.or.us,http://www.bend.k12.or.us/MILLER,1,Yes,Camp Tamarack, ,5th,5th,120,107,3,3,2,2,182.27,190.04,21872.4,20334.28,State Senate District 27,State House District 54
"12500 SE Ramona St, Portland, Oregon, 97236",-122.5335541,45.47980149,Alice Ott Middle School,Multnomah,David Douglas SD 40,Multnomah,Middle,Regular School,980,12500 SE Ramona St,Portland,OR,97236,4699,12500 SE Ramona St,Portland,OR,97236,4699,503-256-6510,503-261-8403,james_johnston@ddouglas.k12.or.us,http://aoms.ddouglas.k12.or.us/,1,Yes,"Angelos/SR, Arrah Wanna, Howard, Namanu", ,6th,6th,194,214,3,6,2,5,208.48,515.45,40445.12,110306.3,State Senate District 26,State House District 51
"15301 SE 92nd Ave, Clackamas, Oregon, 97015",-122.5691196,45.41206452,Cascade Heights Public Charter School,Clackamas,North Clackamas SD 12,Clackamas,Combined,Charter,4475,15301 SE 92nd Ave,Clackamas,OR,97015,0,15301 SE 92nd Ave,Clackamas,OR,97015,0,503-653-3996,503-653-3548,h.denman@chpcs.org,http://www.cascadeheights.org/,1,Yes,South Beach State Park,NOAA & HMSC,6th,6th,25,24,5,5,4,4,262.29,222.98,6557.25,5351.52,State Senate District 26,State House District 51
"14151 SE 242nd Ave, Damascus, Oregon, 97089",-122.4137435,45.42063456,Deep Creek-Damascus K-8 School,Multnomah,Gresham-Barlow SD 10J,Multnomah,Elementary,Regular School,91,14151 SE 242nd Ave,Damascus,OR,97089,7341,14151 SE 242nd,Damascus,OR,97089,7341,503-658-3171,503-658-6275,walter@gresham.k12.or.us,http://deepcreek.gresham.k12.or.us/,1,Yes,"Arrah Wanna, Canby Grove", ,6th,6th,40,49,3,3,2,2,250.75,527.34,10030,25839.66,State Senate District 26,State House District 51
"13132 SE Ramona St, Portland, Oregon, 97236",-122.528396,45.48002248,Gilbert Park Elementary School,Multnomah,David Douglas SD 40,Multnomah,Elementary,Regular School,974,13132 SE Ramona St,Portland,OR,97236,4199,13132 SE Ramona St,Portland,OR,97236,4199,503-256-6531,503-261-8413,stacie_moncrief@ddouglas.k12.or.us,http://gp.ddouglas.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 26,State House District 51
"13865 SE King Rd, Happy Valley, Oregon, 97086",-122.518455,45.44767998,Happy Valley Elementary School,Clackamas,North Clackamas SD 12,Clackamas,Elementary,Regular School,4763,13865 SE King Rd,Happy Valley,OR,97086,0,13865 SE King Rd,Happy Valley,OR,97086,0,503-353-5420,503-353-5435,ngaid@nclack.k12.or.us,http://www.nclack.k12.or.us/Domain/1992,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 26,State House District 51
"13865 SE King Rd, Happy Valley, Oregon, 97086",-122.518455,45.44767998,Happy Valley Middle School,Clackamas,North Clackamas SD 12,Clackamas,Middle,Regular School,4715,13865 SE King Rd,Happy Valley,OR,97086,0,13865 SE King Rd,Happy Valley,OR,97086,0,503-353-1920,503-353-1935,behunin@nclack.k12.or.us,http://www.nclack.k12.or.us/Domain/1215,1,Yes,"Cedar Ridge, Trickle Creek, Westwind", ,6th,6th,338,352,4,4,3,3,230.63,254.58,77952.94,89612.16,State Senate District 26,State House District 51
"13895 SE 152nd Dr, Clackamas, Oregon, 97015",-122.5071014,45.42196481,Oregon Trail Elementary School,Clackamas,North Clackamas SD 12,Clackamas,Elementary,Regular School,4766,13895 SE 152nd Dr,Clackamas,OR,97015,9349,13895 SE 152nd Dr,Clackamas,OR,97015,9349,503-353-5540,503-353-5555,kelloggk@nclack.k12.or.us,http://www.nclack.k12.or.us/Domain/2426,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 26,State House District 51
"17625 SE Foster Rd, Gresham, Oregon, 97080",-122.4809622,45.46414527,Pleasant Valley Elementary School,Multnomah,Centennial SD 28J,Multnomah,Elementary,Regular School,966,17625 SE Foster Rd,Gresham,OR,97080,3326,17625 SE Foster Rd,Gresham,OR,97080,3326,503-762-3209,503-762-3239,laura_nixon@centennial.k12.or.us,http://www.edline.net/pages/Pleasant_ValleyES,0,Yes, , , ,6th,0,57,0,6,0,5,0,504.82,0,28774.74,State Senate District 26,State House District 51
"3615 SE 174th Ave, Portland, Oregon, 97236",-122.4846765,45.49633811,Powell Butte Elementary School (Wood) (Lynch Wood),Multnomah,Centennial SD 28J,Multnomah,Elementary,Regular School,965,3615 SE 174th St,Portland,OR,97236,1252,3615 SE 174th St,Portland,OR,97236,1252,503-762-3204,503-762-3244,andrea_sande@centennial.k12.or.us,http://www.edline.net/pages/Lynch_Wood_Elementary,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 26,State House District 51
"14897 SE Parklane Dr, Clackamas, Oregon, 97015",-122.493687,45.415498,Rock Creek Middle School,Clackamas,North Clackamas SD 12,Clackamas,Middle,Regular School,4767,14897 SE Parklane Dr,Happy Valley,OR,97015,0,14897 SE Parklane Dr,Happy Valley,OR,97015,0,503-353-5680,503-353-5695,brooks@nclack.k12.or.us,http://www.nclack.k12.or.us/Domain/3121,1,Yes,"Camp Westwind, Trickle Creek, Cedar Ridge", ,6th,6th,247,272,4,4,3,3,220.29,251.42,54411.63,68386.24,State Senate District 26,State House District 51
"10811 SE 172nd Ave, Happy Valley, Oregon, 97086",-122.487945,45.44362,Scouters Mountain Elementary,Clackamas,North Clackamas SD 12,Clackamas,Elementary,Regular School,4713,10811 SE 172nd Ave,Happy Valley,OR,97086,0,10811 SE 172nd Ave,Happy Valley,OR,97086,0,503-353-3250,503-353-3265,spoonerk@nclack.k12.or.us,http://www.nclack.k12.or.us/Domain/2596,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 26,State House District 51
"13401 SE 132nd Ave, Clackamas, Oregon, 97015",-122.5277375,45.42587501,Sunnyside Elementary School,Clackamas,North Clackamas SD 12,Clackamas,Elementary,Regular School,78,13401 SE 132nd Ave,Clackamas,OR,97015,9340,13401 SE 132nd Ave,Clackamas,OR,97015,9340,503-353-5620,503-353-5635,kiltowj@nclack.k12.or.us,http://www.nclack.k12.or.us/Domain/2739,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 26,State House District 51
"14898 SE Parklane Dr, Clackamas, Oregon, 97015",-122.487464,45.41526201,Verne A Duncan Elementary School,Clackamas,North Clackamas SD 12,Clackamas,Elementary,Regular School,4714,14898 SE Parklane Dr,Happy Valley,OR,97015,0,14898 SE Parklane Dr,Happy Valley,OR,97015,0,503-353-3270,503-353-3285,branstetterm@nclack.k12.or.us,http://www.nclack.k12.or.us/Domain/1835,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 26,State House District 51
"2750 S Crestline Dr, Waldport, Oregon, 97394",-124.0652785,44.40575888,Crestview Heights School,Linn Benton Lincoln,Lincoln County SD,Lincoln,Elementary,Regular School,623,2750 Crestline Dr,Waldport,OR,97394,0,PO Box 830,Waldport,OR,97394,830,541-563-3237,541-563-2467,kelly.beaudry@lincoln.k12.or.us,http://lincoln.k12.or.us/schools/crestview,0,Yes, , , ,6th,0,37,0,3,0,2,0,143.64,0,5314.68,State Senate District 5,State House District 10
"1 Eddyville School Rd, Eddyville, Oregon, 97343",-123.776463,44.63399802,Eddyville Charter School,Linn Benton Lincoln,Lincoln County SD,Lincoln,Combined,Supplemental Virtual,3361,1 Eddyville School Rd,Eddyville,OR,97343,0,1 Eddyville School Rd,Eddyville,OR,97343,0,541-875-2942,541-875-4050,jennifer.johnson@lincoln.k12.or.us,http://eddyvillecharterschool.org/,0,Yes, ,OMSI, ,5th,0,17,0,3,0,2,0,131.25,0,2231.25,State Senate District 5,State House District 10
"177 Prospect Ave, Falls City, Oregon, 97344",-123.4320899,44.86789423,Falls City Elementary School,Willamette,Falls City SD 57,Polk,Elementary,Regular School,1005,177 Prospect Ave,Falls City,OR,97344,9754,177 Prospect Ave,Falls City,OR,97344,9754,503-787-3521,503-787-3239,art.houghtaling@fallscityschools.org,http://www.fallscityschools.org,1,Yes,Camp McGruder, ,6th,6th,16,20,4,4,3,3,308.42,274.8,4934.72,5496,State Senate District 5,State House District 10
"332 SW Cornwall St, Sheridan, Oregon, 97378",-123.4007602,45.09268254,Faulconer-Chapman School,Willamette,Sheridan SD 48J,Yamhill,Elementary,Regular School,1235,332 SW Cornwall St,Sheridan,OR,97378,1799,332 SW Cornwall St,Sheridan,OR,97378,1799,541-261-6960,503-843-3738,dave.kline@sheridan.k12.or.us,http://www.sheridan.k12.or.us/fcs,1,Yes,Sandy Oregon, ,6th,6th,47,45,3,3,0,2,271.61,321.43,12765.67,14464.35,State Senate District 5,State House District 10
"36925 Highway 101 S, Cloverdale, Oregon, 97112",-123.9046023,45.18851552,Nestucca Valley Elementary,Northwest Regional,Nestucca Valley SD 101J,Tillamook,Elementary,Regular School,1019,36925 Hwy 101 S,Cloverdale,OR,97112,9602,36925 Hwy 101 S,Cloverdale,OR,97112,9602,503-392-3435,503-392-4948,mistyw@nestucca.k12.or.us,http://www.nestucca.k12.or.us/es/index.html,0,Yes, , , ,6th,0,24,0,4,0,3,0,304.51,0,7308.24,State Senate District 5,State House District 10
"825 NE 7th St, Newport, Oregon, 97365",-124.0410882,44.64073749,Newport Middle School,Linn Benton Lincoln,Lincoln County SD,Lincoln,Middle,Supplemental Virtual,615,825 NE 7th St,Newport,OR,97365,2819,825 NE 7th St,Newport,OR,97365,2819,541-265-6601,541-574-2228,aaron.belloni@lincoln.k12.or.us,http://lincoln.k12.or.us/schools/,1,Yes,Camp Meriwether, ,6th,6th,121,156,3,3,2,2,103.76,128.75,12554.96,20085,State Senate District 5,State House District 10
"2420 NE 22nd St, Lincoln City, Oregon, 97367",-124.0031614,44.98118252,Oceanlake Elementary School,Linn Benton Lincoln,Lincoln County SD,Lincoln,Elementary,Regular School,617,2420 NE 22nd St,Lincoln City,OR,97367,4295,2420 NE 22nd St,Lincoln City,OR,97367,4295,541-994-5296,541-994-8102,rilke.klingsporn@lincoln.k12.or.us,http://www.lincoln.k12.or.us/schools/oceanlake/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 5,State House District 10
"459 NE 12th St, Newport, Oregon, 97365",-124.0472301,44.6454075,Sam Case Elementary,Linn Benton Lincoln,Lincoln County SD,Lincoln,Elementary,Regular School,625,459 NE 12th St,Newport,OR,97365,0,459 NE 12th St,Newport,OR,97365,0,541-265-8598,541-265-6493,tiana.tucker@lincoln.k12.or.us,http://www.lincoln.k12.or.us/schools/sam_case/index.php,1,No,"South Beach, Oregon", ,6th, ,48,0,4,0,3,0,149.49,0,7175.52,0,State Senate District 5,State House District 10
"339 NW Sherman St, Sheridan, Oregon, 97378",-123.3991216,45.10102744,Sheridan AllPrep Academy,Willamette,Sheridan SD 48J,Yamhill,Combined,Charter,4833,339 NW Sherman St,Sheridan,OR,97378,0,PO Box 583,Sheridan,OR,97378,0,503-843-9330,866-758-1982,jeisenschmidt@sheridanallprep.org,http://www.sheridanallprep.org/,0,Yes, , , ,5th,0,1,0,3,0,2,0,2889.4,0,2889.4,State Senate District 5,State House District 10
"430 SW Monroe St, Sheridan, Oregon, 97378",-123.3994831,45.09773724,Sheridan Japanese School,Willamette,Sheridan SD 48J,Yamhill,Combined,Charter,2728,430 SW Monroe St,Sheridan,OR,97378,0,430 SW Monroe St,Sheridan,OR,97378,0,503-843-3400,503-843-7438,sjsexecdirector@sheridanjapaneseschool.com,http://www.sheridanjapaneseschool.com,1,Yes,Canby Grove, ,6th,6th,6,13,4,4,3,3,433.52,368.37,2601.12,4788.81,State Senate District 5,State House District 10
"245 NW James Franks Ave, Siletz, Oregon, 97380",-123.9201399,44.72378253,Siletz Valley Schools,Linn Benton Lincoln,Lincoln County SD,Lincoln,Elementary,Supplemental Virtual,4038,245 James Frank Ave NW,Siletz,OR,97380,0,PO Box 247,Siletz,OR,97380,0,541-444-1100,<Null>,stupou@siletzvalleyschools.org,http://siletzvalleyschools.org,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 5,State House District 10
"6855 S Prairie Rd, Tillamook, Oregon, 97141",-123.8170297,45.40693748,South Prairie Elementary School,Northwest Regional,Tillamook SD 9,Tillamook,Elementary,Regular School,1014,6855 S Prairie Rd,Tillamook,OR,97141,8531,6855 S Prairie Rd,Tillamook,OR,97141,8531,503-842-8401,503-842-1452,thenellk@tillamook.k12.or.us,http://www.tillamook.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 5,State House District 10
"4040 SE High School Dr, Lincoln City, Oregon, 97367",-124.0176532,44.93488789,Taft Elementary School,Linn Benton Lincoln,Lincoln County SD,Lincoln,Elementary,Regular School,620,4040 High School Dr,Lincoln City,OR,97367,1620,4040 High School Dr,Lincoln City,OR,97367,1620,541-996-2136,541-996-3999,nick.lupo@lincoln.k12.or.us,http://www.lincoln.k12.or.us/schools/taft_elem/,1,Yes,"Drift Creek, Oregon", ,5th and 6th,6th,32,146,3,4,2,3,98.59,208.17,3154.88,30392.82,State Senate District 5,State House District 10
"4040 SE High School Dr, Lincoln City, Oregon, 97367",-124.0176532,44.93488789,Taft Middle School,Linn Benton Lincoln,Lincoln County SD,Lincoln,Middle,Supplemental Virtual,621,4040 High School Dr,Lincoln City,OR,97367,1620,4040 High School Dr,Lincoln City,OR,97367,1620,541-996-2115,<Null>,majalise.tolan@lincoln.k12.or.us,http://http//lincoln.k12.or.us/schools/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 5,State House District 10
"600 SE Sturdevant Rd, Toledo, Oregon, 97391",-123.9225655,44.61682237,Toledo Elementary School,Linn Benton Lincoln,Lincoln County SD,Lincoln,Elementary,Regular School,611,600 SE Sturdevant Rd,Toledo,OR,97391,9741,600 SE Sturdevant Rd,Toledo,OR,97391,9741,541-336-5121,541-336-5407,sandy.mummey@lincoln.k12.or.us,http://lincoln.k12.or.us/schools/toledo_elem,1,Yes,"Drift Creek, Oregon", ,6th,6th,103,59,4,3,3,2,140.8,193.72,14502.4,11429.48,State Senate District 5,State House District 10
